60*15
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,010
001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,000,001
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,002
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,000,000,000,000,000,000,000,000,004,004,000,004,004,000,004,000,004,000,000,000,000,000,000,000,000,000,000,002
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,000,002,002,000,000,005,005,000,005,005,000,005,005,000,005,000,005,000,005,000,000,014,002,014,000,000,002,002
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,000,002,002,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,002,002,002,002,002,002,002,002,002
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,000,002,002,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,002,002,002,002,002,002,002,002,002
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,013,000,0013,000,000,000,013,000,000,013,000,000,000,000,000,000,002,002,002,002,002,002,002,002,002
002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
